f,d,k,latency,latitude,longitude,pr_interval
2,1,1,100,25.7617,-80.1918,3
3,1,2,100,33.7490,-84.3880,6
1,3,1,100,37.7749295,-122.4194155,6
3,1,2,1000,41.8781,-87.6298,3
2,1,2,200,39.9526,-75.1652,6
3,3,3,500,36.7783,-119.4179,1
3,1,3,500,33.7490,-84.3880,3
2,3,1,100,39.9612,-82.9988,3
3,2,1,100,41.8781,-87.6298,1
2,1,2,500,39.9612,-82.9988,1
1,1,3,500,33.4484,-112.0740,3
1,2,2,200,35.2271,-80.8431,48
1,1,1,100,41.8781,-87.6298,1
2,3,2,100,39.9612,-82.9988,1
1,3,3,500,32.7157,-117.1611,1
2,1,1,100,41.8781,-87.6298,3
1,1,1,500,36.7783,-119.4179,3
3,1,1,100,40.712776,-74.005974,24
1,3,3,500,42.3601,-71.0589,1
2,2,1,100,42.3601,-71.0589,48
