f,d,k,latency,latitude,longitude,pr_interval
2,2,1,50,34.7465,-92.2896,6
1,2,1,50,34.7465,-92.2896,1
2,2,2,200,34.0522,-118.2437,1
3,1,2,200,36.7783,-119.4179,12
3,2,1,500,25.7617,-80.1918,1
1,2,2,1000,33.4484,-112.0740,3
1,3,3,100,34.7465,-92.2896,3
2,1,3,500,47.6062,-122.3321,24
3,2,2,500,34.7465,-92.2896,24
3,3,1,100,42.3601,-71.0589,3
2,1,1,200,36.7783,-119.4179,1
2,1,1,100,36.7783,-119.4179,6
1,1,3,200,33.7490,-84.3880,1
1,2,1,100,39.9526,-75.1652,1
1,1,1,500,30.4383,-84.2807,3
2,2,3,50,39.9526,-75.1652,48
1,1,1,200,47.6062,-122.3321,1
3,2,1,50,35.2271,-80.8431,6
1,1,1,1000,30.2672,-97.7431,3
1,2,1,50,25.7617,-80.1918,6
3,1,1,1000,39.9612,-82.9988,1
1,2,3,1000,39.9612,-82.9988,24
1,2,1,1000,41.8781,-87.6298,1
1,1,2,500,32.7157,-117.1611,6
2,1,1,100,39.9526,-75.1652,1
1,2,2,1000,37.7749295,-122.4194155,1
2,2,1,50,38.9072,-77.0369,6
2,2,2,100,47.6062,-122.3321,6
1,1,2,200,30.2672,-97.7431,6
1,3,2,50,32.7157,-117.1611,1
1,2,2,200,41.8781,-87.6298,1
2,1,2,50,25.7617,-80.1918,3
1,1,1,100,30.2672,-97.7431,48
1,1,2,200,36.7783,-119.4179,6
1,1,1,500,35.2271,-80.8431,24
3,2,1,500,41.8781,-87.6298,6
1,3,1,50,42.3601,-71.0589,3
2,2,3,1000,38.9072,-77.0369,24
2,3,1,50,33.4484,-112.0740,12
3,2,3,50,25.7617,-80.1918,1
1,3,1,1000,34.0522,-118.2437,3
1,1,1,100,33.7490,-84.3880,3
3,2,1,500,29.7604,-95.3698,3
1,1,3,200,30.2672,-97.7431,6
1,1,2,100,25.7617,-80.1918,3
2,2,1,50,30.4383,-84.2807,1
3,2,3,50,39.7684,-86.1581,1
1,1,3,100,37.7749295,-122.4194155,24
2,2,2,200,29.7604,-95.3698,6
1,1,1,50,40.712776,-74.005974,6
